gene_id,GENENAME,COMMON,DESCRIPTION,SGD,UNIPROT,GO,ONTOLOGY,PATH,PFAM,INTERPRO
YKR098C,UBP11,UBP11,"Ubiquitin-specific protease; cleaves ubiquitin from ubiquitinated proteins; UBP11 has a paralog, UBP7, that arose from the whole genome duplication",S000001806,B3LRH3,GO:0004843;GO:0005575;GO:0005634;GO:0005829;GO:0006508;GO:0008150;GO:0008233;GO:0008234;GO:0008270;GO:0016579;GO:0016787;GO:0031647,BP;CC;MF,,PF00443,IPR001394;IPR018200;IPR028889
YKR099W,BAS1,BAS1,Myb-related transcription factor; involved in regulating basal and induced expression of genes of the purine and histidine biosynthesis pathways; controls cellular ATP levels; also involved in regulation of meiotic recombination at specific genes,S000001807,A7A059,GO:0000978;GO:0000981;GO:0003677;GO:0005634;GO:0006355;GO:0045944,BP;CC;MF,,PF00249,IPR001005;IPR009057;IPR017877;IPR017930
YKR100C,SKG1,SKG1,"Transmembrane protein with a role in cell wall polymer composition; localizes on inner surface of plasma membrane at bud and in daughter cell; SKG1 has a paralog, AIM20, that arose from the whole genome duplication",S000001808,A7A060,GO:0000131;GO:0003674;GO:0005886;GO:0005933;GO:0005934;GO:0031505;GO:0033101;GO:0071555,BP;CC;MF,,,
YKR101W,SIR1,SIR1,"Protein involved in silencing at mating-type loci HML and HMR; recruitment to silent chromatin requires interactions with Orc1p and with Sir4p, through a common Sir1p domain; binds to centromeric chromatin",S000001809,B5VMP2,GO:0000775;GO:0003674;GO:0005634;GO:0005677;GO:0030466;GO:0031507,BP;CC;MF,,PF11603,IPR021646
YKR102W,FLO10,FLO10,"Member of the FLO family of cell wall flocculation proteins; not expressed in most lab strains; overproduction induces flocculation that can be inhibited by mannose, sucrose, or glucose; overproduction also promotes haploid invasive growth and diploid filamentous growth",S000001810,A7A062,GO:0000128;GO:0001403;GO:0005537;GO:0009277;GO:0016020;GO:0044182;GO:0071944;GO:0098552,BP;CC;MF,,PF07691;PF13928,IPR011658;IPR025928
YKR103W,NFT1,NFT1,Putative transporter of the MRP subfamily; adjacent ORFs YKR103W and YKR104W are merged in different strain backgrounds; MRP stands for multidrug resistance-associated protein,S000001811,D6VXG4,GO:0000166;GO:0000329;GO:0003674;GO:0005524;GO:0016020;GO:0016236;GO:0016887;GO:0055085;GO:0140359,BP;CC;MF,,PF00005;PF00664,IPR003439;IPR003593;IPR011527;IPR017871;IPR027417
YKR104W,NA,NFT1,Putative transporter of the MRP subfamily; contains a stop codon in S288C; adjacent ORFs YKR103W and YKR104W are merged in different strain backgrounds; MRP stands for multidrug resistance-associated protein,S000001812,D6VXG5,GO:0000166;GO:0003674;GO:0005524;GO:0016020;GO:0016887;GO:0055085,BP;CC;MF,,PF00005,IPR003439;IPR003593;IPR017871;IPR027417
YKR105C,VBA5,VBA5,"Plasma membrane protein of the Major Facilitator Superfamily (MFS); involved in amino acid uptake and drug sensitivity; VBA5 has a paralog, VBA3, that arose from a segmental duplication",S000001813,B3LU18,GO:0003674;GO:0005774;GO:0005886;GO:0006865;GO:0016020;GO:0022857;GO:0055085;GO:1903826,BP;CC;MF,,PF07690,IPR011701;IPR020846
YLL001W,DNM1,DNM1,"Dynamin-related GTPase involved in mitochondrial organization; required for mitochondrial fission and inheritance; self assembles on mitochondrial tubules at incipient division sites; involved in endocytosis; regulates peroxisome fission with Vps1p; role in nuclear envelope remodeling during nucleophagy; mutants in human ortholog DNM1L, which mediates mitochondrial fission, peroxisomal division, autophagy, and mitophagy, are associated with slowly progressive infantile encephalopathy",S000003924,A0A0L8VKP3,GO:0000001;GO:0000166;GO:0000266;GO:0003924;GO:0005525;GO:0005737;GO:0005739;GO:0005741;GO:0005777;GO:0005829;GO:0005874;GO:0007005;GO:0007031;GO:0008017;GO:0015886;GO:0016020;GO:0016236;GO:0016559;GO:0016787;GO:0030001;GO:0042802;GO:0048311;GO:0048312;GO:0090148;GO:0097753,BP;CC;MF,04144,PF00350;PF01031;PF02212,IPR000375;IPR001401;IPR003130;IPR019762;IPR020850;IPR022812;IPR027417;IPR030381
YLL002W,RTT109,RTT109,"Histone acetyltransferase; critical for cell survival in presence of DNA damage during S phase, required for recovery after DSB repair; acetylates H3K56, H3K9; H3K56 acetylation activity required for expression homeostasis, buffering of mRNA synthesis rate against changes in gene dosage during S phase; involved in non-homologous end joining and regulation of Ty1 transposition; prevents hyper-amplification of rDNA; interacts physically with Vps75p",S000003925,A0A0L8VL93,GO:0004402;GO:0005634;GO:0006325;GO:0006355;GO:0006357;GO:0006974;GO:0010468;GO:0010484;GO:0010526;GO:0016740;GO:0032931;GO:0033554;GO:0043007;GO:0061733;GO:1990414;GO:2001032,BP;CC;MF,,PF08214,IPR013178;IPR016849
YLL003W,SFI1,SFI1,Centrin (Cdc31p)-binding protein required for SPB duplication; localizes to the half-bridge of the spindle pole body (SPB); required for progression through G(2)-M transition; phosphorylated by Cdc28p-Clb2p and by Cdc5p; dephosphorylated by Cdc14p; has similarity to Xenopus laevis XCAP-C,S000003926,B3LTG3,GO:0000086;GO:0000922;GO:0003674;GO:0005825;GO:0030474;GO:0051225;GO:0051301,BP;CC;MF,,PF08457;PF10638,IPR013665;IPR018907
YLL004W,ORC3,ORC3,Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing,S000003927,A0A0L8VKD0,GO:0003677;GO:0003682;GO:0003688;GO:0005634;GO:0005656;GO:0005664;GO:0006260;GO:0006267;GO:0006270;GO:0030466;GO:0031261,BP;CC;MF,04111;04113,PF07034;PF18137,IPR020795
YLL005C,SPO75,SPO75,Meiosis-specific protein of unknown function; required for spore wall formation during sporulation; dispensable for both nuclear divisions during meiosis,S000003928,A7A0Q1,GO:0003674;GO:0005227;GO:0005886;GO:0006811;GO:0016020;GO:0030435;GO:0030437;GO:0030476;GO:0034220;GO:0098655,BP;CC;MF,,PF02714;PF13967,IPR003864;IPR032880
YLL006W,MMM1,MMM1,"ER integral membrane protein, ERMES complex subunit; ERMES links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; required for mitophagy; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase; localizes to the peroxisome in glucose",S000003929,A0A0L8VKN7,GO:0005737;GO:0005739;GO:0005741;GO:0005777;GO:0005783;GO:0005789;GO:0006869;GO:0007005;GO:0008289;GO:0015914;GO:0015917;GO:0032865;GO:0044233;GO:0045040;GO:0070096;GO:0120009;GO:0120013;GO:1990456,BP;CC;MF,,PF10296,IPR019411;IPR027537
YLL007C,LMO1,LMO1,Homolog of mammalian ELMO (Engulfment and celL MOtility); upstream component for regulation through the small GTPase Rho5p; may form a complex with Dck1p that acts as a GEF for Rho5p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein,S000003930,A7A0P9,GO:0000422;GO:0003674;GO:0005085;GO:0005737;GO:0005739;GO:0005886;GO:0007015;GO:0035556;GO:0048870,BP;CC;MF,,PF16457,IPR001849
YLL008W,DRS1,DRS1,Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles,S000003931,A7A0P8,GO:0000027;GO:0000166;GO:0003676;GO:0003723;GO:0003724;GO:0004386;GO:0005524;GO:0005730;GO:0006364;GO:0016787;GO:0016887;GO:0030687;GO:0042254,BP;CC;MF,,PF00270;PF00271,IPR000629;IPR001650;IPR011545;IPR014001;IPR014014;IPR027417
YLL009C,COX17,COX17,"Copper metallochaperone that transfers copper to Sco1p and Cox11p; eventual delivery to cytochrome c oxidase; contains twin cysteine-x9-cysteine motifs; interacts with the MICOS complex, and interaction is promoted by copper ions; human homolog COX17 partially complements yeast null mutant",S000003932,A0A0L8VKC7,GO:0005507;GO:0005739;GO:0005758;GO:0005829;GO:0006825;GO:0016531;GO:0033617;GO:0046872,BP;CC;MF,00190;01100,PF05051,IPR007745;IPR009069
YLL010C,PSR1,PSR1,"Plasma membrane-associated protein phosphatase; involved in the general stress response and the inactivating dephosphorylation of Mep2p; required along with binding partner Whi2p for full activation of STRE-mediated gene expression, possibly through Msn2p dephosphorylation, and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr2p; member of the HAD family of protein phosphatases",S000003933,A7A0P6,GO:0004721;GO:0005829;GO:0005886;GO:0009651;GO:0016787;GO:0016791;GO:0034198;GO:0034605;GO:0045944;GO:1904262,BP;CC;MF,,PF03031,IPR004274;IPR011948;IPR023214
YLL011W,SOF1,SOF1,Protein required for biogenesis of 40S (small) ribosomal subunit; has similarity to the beta subunit of trimeric G-proteins and the splicing factor Prp4p; essential gene,S000003934,A0A0L8VKN2,GO:0000462;GO:0003729;GO:0005730;GO:0006364;GO:0030686;GO:0032040;GO:0042254;GO:1990904,BP;CC;MF,,PF00400;PF04158,IPR001680;IPR007287;IPR015943;IPR017986;IPR020472
YLL012W,YEH1,YEH1,"Steryl ester hydrolase; one of three gene products (Yeh1p, Yeh2p, Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis; localized to lipid particle membranes; YEH1 has a paralog, YEH2, that arose from the whole genome duplication",S000003935,D6VXZ0,GO:0004771;GO:0005811;GO:0006629;GO:0016020;GO:0016042;GO:0016125;GO:0016787,BP;CC;MF,,PF04083,IPR006693;IPR029058
YLL013C,PUF3,PUF3,Protein of the mitochondrial outer surface; links the Arp2/3 complex with the mitochondria during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins; translationally represses oxidative stress-linked genes; regulates CoQ biosynthesis,S000003936,B5VMT1,GO:0000288;GO:0000956;GO:0003723;GO:0003729;GO:0003730;GO:0005737;GO:0005741;GO:0007005;GO:0008298;GO:0009060;GO:0010608;GO:0010629;GO:0010795;GO:0032473;GO:0042149;GO:0045727;GO:0051646;GO:0061014,BP;CC;MF,,PF00806,IPR001313;IPR011989;IPR016024;IPR033133;IPR033712
YLL014W,EMC6,EMC6,"Member of conserved ER transmembrane complex; required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response; homologous to worm F33D4.7/EMC-6, fly CG11781, human TMEM93",S000003937,A7A0P2,GO:0000045;GO:0003674;GO:0005783;GO:0005789;GO:0016020;GO:0034975;GO:0072546,BP;CC;MF,,PF07019,IPR008504;IPR029008
YLL015W,BPT1,BPT1,"ABC type transmembrane transporter of MRP/CFTR family; found in vacuolar membrane, involved in the transport of unconjugated bilirubin and in heavy metal detoxification via glutathione conjugates, along with Ycf1p",S000003938,B5VMT0,GO:0000166;GO:0000329;GO:0005524;GO:0005774;GO:0005783;GO:0015086;GO:0015691;GO:0016020;GO:0016887;GO:0042144;GO:0055085;GO:0070574;GO:0140359,BP;CC;MF,,PF00005;PF00664;PF24357,IPR003439;IPR003593;IPR011527;IPR017871;IPR027417
YLL016W,SDC25,SDC25,"Non-essential Ras guanine nucleotide exchange factor (GEF); localized to the membrane; expressed in poor nutrient conditions and on nonfermentable carbon sources; contains a stop codon in S288C, full-length gene includes YLL017W; SDC25 has a paralog, CDC25, that arose from the whole genome duplication",S000003939,NA,GO:0005085;GO:0007264;GO:0051301,BP;MF,,,IPR000651;IPR001895;IPR019804;IPR023578
YLL017W,NA,Ras family guanine nucleotide exchange factor SDC25,"Non-essential Ras guanine nucleotide exchange factor (GEF); localized to the membrane; expressed in poor nutrient conditions and on nonfermentable carbon sources; contains a stop codon in S288C, full-length gene includes YLL016W; SDC25 has a paralog, CDC25, that arose from the whole genome duplication",S000003940,NA,GO:0051301,BP,,,IPR001452
YLL018C,DPS1,DPS1,"Aspartyl-tRNA synthetase, primarily cytoplasmic; homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp); class II aminoacyl tRNA synthetase; binding to its own mRNA may confer autoregulation; shares five highly conserved amino acids with human that when mutated cause leukoencephalopathy characterized by hypomyelination with brain stem and spinal cord involvement and leg spasticity (HBSL)",S000003941,A0A0L8VKM7,GO:0000166;GO:0003676;GO:0003723;GO:0004812;GO:0004815;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006412;GO:0006418;GO:0006422;GO:0016874;GO:0017101;GO:1990825,BP;CC;MF,00970,PF00152;PF01336,IPR002312;IPR004364;IPR004365;IPR004523;IPR006195;IPR012340;IPR018150
YLL018C-A,COX19,COX19,Protein required for cytochrome c oxidase assembly; located in the cytosol and mitochondrial intermembrane space; putative copper metallochaperone that delivers copper to cytochrome c oxidase; contains twin cysteine-x9-cysteine motifs,S000007245,A0A0L8VL76,GO:0005507;GO:0005737;GO:0005758;GO:0005829;GO:0030001;GO:0033617,BP;CC;MF,,,
YLL019C,KNS1,KNS1,"Protein kinase involved in negative regulation of PolIII transcription; effector kinase of the TOR signaling pathway and phosphorylates Rpc53p to regulate ribosome and tRNA biosynthesis; member of the LAMMER family of protein kinases, which are serine/threonine kinases also capable of phosphorylating tyrosine residues; capable of autophosphorylation",S000003942,A7A0N7,GO:0000166;GO:0004672;GO:0004674;GO:0004712;GO:0004713;GO:0005524;GO:0005634;GO:0005737;GO:0016301;GO:0016480;GO:0016740;GO:0043484;GO:0106310,BP;CC;MF,,PF00069,IPR000719;IPR008271;IPR011009;IPR017441
YLL020C,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene KNS1",S000003943,NA,,,,,
YLL021W,SPA2,SPA2,"Component of the polarisome; functions in actin cytoskeletal organization during polarized growth; acts as a scaffold for Mkk1p and Mpk1p cell wall integrity signaling components; potential Cdc28p substrate; coding sequence contains length polymorphisms in different strains; SPA2 has a paralog, SPH1, that arose from the whole genome duplication",S000003944,D6VXY3,GO:0000131;GO:0000133;GO:0000165;GO:0000753;GO:0005078;GO:0005826;GO:0005934;GO:0005935;GO:0005938;GO:0007118;GO:0007121;GO:0007124;GO:0008360;GO:0030010;GO:0032880;GO:0032956;GO:0036267;GO:0043332;GO:0051286;GO:0071468;GO:0071474;GO:1902716,BP;CC;MF,,PF08518;PF12205,IPR013724;IPR022018
YLL022C,HIF1,HIF1,Non-essential component of the HAT-B histone acetyltransferase complex; localized to the nucleus; has a role in telomeric silencing; other members are Hat1p and Hat2p,S000003945,C7GPH7,GO:0000123;GO:0000781;GO:0005634;GO:0006325;GO:0006334;GO:0031509;GO:0042393,BP;CC;MF,,,IPR011990
YLL023C,POM33,POM33,"Transmembrane nucleoporin; involved in nuclear pore complex (NPC) distribution, assembly or stabilization; highly conserved across species, orthologous to human TMEM33 and paralogous to Per33p; protein abundance increases in response to DNA replication stress",S000003946,A7A0N4,GO:0003674;GO:0005635;GO:0005640;GO:0005643;GO:0005783;GO:0005789;GO:0006999;GO:0015031;GO:0016020;GO:0051028;GO:0051664;GO:0061024;GO:0071786,BP;CC;MF,,PF03661,IPR005344
YLL024C,SSA2,SSA2,HSP70 family ATP-binding protein; role in protein folding and vacuolar protein import; required for Ub-dependent degradation of short-lived proteins; associated with the chaperonin-containing T-complex; unique specificity in propagation of [URE3] prions and vacuolar degradation of gluconeogenic enzymes; contributes to tRNA nuclear import during starvation; targeted to vacuoles via the AP-3 pathway; localizes to exosomes during heat stress with a role in thermotolerance; 98% identity with Ssa1p,S000003947,C8ZCU8,GO:0000049;GO:0000166;GO:0000329;GO:0005524;GO:0005634;GO:0005737;GO:0005739;GO:0005829;GO:0005886;GO:0006457;GO:0006616;GO:0009267;GO:0009277;GO:0016887;GO:0031072;GO:0033554;GO:0035719;GO:0042026;GO:0043161;GO:0044183;GO:0051082;GO:0051170;GO:0140662;GO:1903561,BP;CC;MF,03040;04141;04144,PF00012,IPR013126;IPR018181;IPR029047;IPR029048
YLL025W,PAU17,PAU17,Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole; YLL025W is not an essential gene,S000003948,A0A0L8VKE0,GO:0000324;GO:0003674;GO:0005199;GO:0008150;GO:0009277;GO:0031505,BP;CC;MF,,PF00660,IPR000992
YLL026W,HSP104,HSP104,"Disaggregase; heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate denatured, protein aggregates; responds to stresses (heat, ethanol, and sodium arsenite); required for the protein aggregate solid-to-liquid phase transition and dispersal of liquid condensates; involved in [PSI+] propagation; potentiated variants eliminate TDP-43 cytoplasmic aggregates to reduce proteotoxicity; becomes more abundant and forms cytoplasmic foci during replication stress",S000003949,A0A0L8VKB2,GO:0000166;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0005991;GO:0006457;GO:0016887;GO:0034399;GO:0034605;GO:0034975;GO:0035617;GO:0042026;GO:0042802;GO:0043335;GO:0043531;GO:0051082;GO:0051087;GO:0070013;GO:0070370;GO:0072380,BP;CC;MF,,PF00004;PF02861;PF07724;PF10431;PF17871,IPR001270;IPR003593;IPR003959;IPR004176;IPR018368;IPR019489;IPR027417;IPR028299
YLL027W,ISA1,ISA1,Protein required for maturation of mitochondrial [4Fe-4S] proteins; functions in a complex with Isa2p and possibly Iba57p; isa1 deletion causes loss of mitochondrial DNA and respiratory deficiency; depletion reduces growth on nonfermentable carbon sources; functional ortholog of bacterial A-type ISC proteins; human ISCA1 can complement isa1 null mutant,S000003950,A7A0N0,GO:0005506;GO:0005737;GO:0005739;GO:0005759;GO:0009102;GO:0016226;GO:0044572;GO:0046872;GO:0051536;GO:0051537;GO:0051604,BP;CC;MF,,PF01521,IPR000361;IPR016092;IPR017870
YLL028W,TPO1,TPO1,"Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; recognizes spermine, putrescine, and spermidine; catalyzes uptake of polyamines at alkaline pH and excretion at acidic pH; during oxidative stress exports spermine, spermidine from the cell, which controls timing of expression of stress-responsive genes; phosphorylation enhances activity and sorting to the plasma membrane",S000003951,B3LTE2,GO:0000296;GO:0000297;GO:0000329;GO:0005886;GO:0015297;GO:0015606;GO:0015847;GO:0015848;GO:0022857;GO:0033101;GO:0034599;GO:0055085;GO:0071944;GO:1902047;GO:1903710;GO:1903711,BP;CC;MF,,PF07690,IPR011701;IPR020846
